id,transcript,intent,service_type,urgency_level
2378,my wife is in labor,emergency_request,ambulance_service,high
2379,my wife needs an ambulance,emergency_request,ambulance_service,high
2380,a pregnant woman needs emergency help,emergency_request,ambulance_service,high
2381,labor pains have started,emergency_request,ambulance_service,high
2382,the baby is coming,emergency_request,ambulance_service,high
2383,someone has collapsed in the street,emergency_request,ambulance_service,high
2384,someone was hit by a vehicle,emergency_request,ambulance_service,high
2385,there was a bicycle accident,emergency_request,ambulance_service,high
2386,someone has serious injuries after a crash,emergency_request,ambulance_service,high
2387,someone is trapped inside a vehicle,emergency_request,ambulance_service,high
2388,i need medical assistance immediately,emergency_request,ambulance_service,high
2389,someone cannot wake up,emergency_request,ambulance_service,high
2390,someone has a very high fever and is unconscious,emergency_request,ambulance_service,high
2391,my child is not responding,emergency_request,ambulance_service,high
2392,my father is not responding,emergency_request,ambulance_service,high
2393,my mother is not responding,emergency_request,ambulance_service,high
2394,an elderly person is unconscious,emergency_request,ambulance_service,high
2395,someone is having severe breathing problems,emergency_request,ambulance_service,high
2396,someone has severe chest discomfort,emergency_request,ambulance_service,high
2397,there is a medical emergency,emergency_request,ambulance_service,high
2398,someone has collapsed at work,emergency_request,ambulance_service,high
2399,someone collapsed at school,emergency_request,ambulance_service,high
2400,there has been an accident at home,emergency_request,ambulance_service,high
2401,someone needs immediate medical attention,emergency_request,ambulance_service,high
2402,a person is seriously injured,emergency_request,ambulance_service,high
2403,someone is crying in pain after an accident,emergency_request,ambulance_service,high
2404,my friend needs emergency medical transport,emergency_request,ambulance_service,high
2405,someone has severe head trauma,emergency_request,ambulance_service,high
2406,someone has lost consciousness after a fall,emergency_request,ambulance_service,high
2407,my child needs emergency medical care,emergency_request,ambulance_service,high
2408,my father needs emergency medical care,emergency_request,ambulance_service,high
2409,my mother needs emergency medical care,emergency_request,ambulance_service,high
2410,i need an ambulance without delay,emergency_request,ambulance_service,high
2411,someone needs emergency treatment,emergency_request,ambulance_service,high
2412,an ambulance is urgently needed,emergency_request,ambulance_service,high
2413,please send emergency medical services,emergency_request,ambulance_service,high
2414,we have a medical emergency at home,emergency_request,ambulance_service,high
2415,i need an ambulance for my husband,emergency_request,ambulance_service,high
2416,i need an ambulance for my wife,emergency_request,ambulance_service,high
2417,my brother has collapsed,emergency_request,ambulance_service,high
2418,my sister is unconscious,emergency_request,ambulance_service,high
2419,my uncle cannot breathe,emergency_request,ambulance_service,high
2420,my aunt is experiencing severe chest pain,emergency_request,ambulance_service,high
2421,my son has stopped breathing,emergency_request,ambulance_service,high
2422,my daughter has fainted,emergency_request,ambulance_service,high
2423,my baby is unconscious,emergency_request,ambulance_service,high
2424,my newborn needs emergency medical help,emergency_request,ambulance_service,high
2425,an infant is not responding,emergency_request,ambulance_service,high
2426,someone is having trouble breathing,emergency_request,ambulance_service,high
2427,someone is gasping for air,emergency_request,ambulance_service,high
2428,someone is experiencing severe dizziness,emergency_request,ambulance_service,high
2429,someone is shaking uncontrollably,emergency_request,ambulance_service,high
2430,someone is having convulsions,emergency_request,ambulance_service,high
2431,someone has collapsed after exercising,emergency_request,ambulance_service,high
2432,someone has collapsed while driving,emergency_request,ambulance_service,high
2433,someone was injured in a construction accident,emergency_request,ambulance_service,high
2434,someone was injured by heavy machinery,emergency_request,ambulance_service,high
2435,someone fell from the roof,emergency_request,ambulance_service,high
2436,someone fell down the stairs,emergency_request,ambulance_service,high
2437,someone slipped and hit their head,emergency_request,ambulance_service,high
2438,someone is unconscious after a collision,emergency_request,ambulance_service,high
2439,someone has multiple broken bones,emergency_request,ambulance_service,high
2440,someone has severe back pain after a fall,emergency_request,ambulance_service,high
2441,someone cannot feel their legs,emergency_request,ambulance_service,high
2442,someone cannot move their arms,emergency_request,ambulance_service,high
2443,someone has a deep cut,emergency_request,ambulance_service,high
2444,someone has a severe knife injury,emergency_request,ambulance_service,high
2445,someone has a serious hand injury,emergency_request,ambulance_service,high
2446,someone has a serious leg injury,emergency_request,ambulance_service,high
2447,someone has severe burns from hot water,emergency_request,ambulance_service,high
2448,someone has severe burns from fire,emergency_request,ambulance_service,high
2449,someone inhaled toxic smoke,emergency_request,ambulance_service,high
2450,someone is suffering from smoke inhalation,emergency_request,ambulance_service,high
2451,someone is trapped inside a burning building,emergency_request,ambulance_service,high
2452,someone has collapsed due to heat,emergency_request,ambulance_service,high
2453,someone has heat stroke,emergency_request,ambulance_service,high
2454,someone has severe dehydration,emergency_request,ambulance_service,high
2455,someone is unconscious from dehydration,emergency_request,ambulance_service,high
2456,someone has diabetic complications,emergency_request,ambulance_service,high
2457,someone has very low blood sugar,emergency_request,ambulance_service,high
2458,someone has extremely high blood sugar,emergency_request,ambulance_service,high
2459,someone accidentally overdosed on medication,emergency_request,ambulance_service,high
2460,someone consumed too much alcohol and is unconscious,emergency_request,ambulance_service,high
2461,someone has overdosed on drugs,emergency_request,ambulance_service,high
2462,someone cannot stop bleeding,emergency_request,ambulance_service,high
2463,someone is bleeding from the head,emergency_request,ambulance_service,high
2464,someone has severe facial injuries,emergency_request,ambulance_service,high
2465,someone has a broken jaw,emergency_request,ambulance_service,high
2466,someone has chest injuries,emergency_request,ambulance_service,high
2467,someone has abdominal injuries,emergency_request,ambulance_service,high
2468,someone has internal bleeding,emergency_request,ambulance_service,high
2469,someone has severe neck pain after an accident,emergency_request,ambulance_service,high
2470,someone cannot speak properly,emergency_request,ambulance_service,high
2471,someone suddenly lost their vision,emergency_request,ambulance_service,high
2472,someone suddenly lost their balance,emergency_request,ambulance_service,high
2473,someone cannot move one side of the body,emergency_request,ambulance_service,high
2474,someone has severe swelling after an insect bite,emergency_request,ambulance_service,high
2475,someone has difficulty swallowing,emergency_request,ambulance_service,high
2476,someone has collapsed after eating,emergency_request,ambulance_service,high
2477,someone was bitten by a snake,emergency_request,ambulance_service,high
2478,someone was bitten by a dog,emergency_request,ambulance_service,high
2479,someone was attacked by an animal,emergency_request,ambulance_service,high
2480,someone has severe food poisoning,emergency_request,ambulance_service,high
2481,someone is vomiting continuously,emergency_request,ambulance_service,high
2482,someone has severe diarrhea and is unconscious,emergency_request,ambulance_service,high
2483,someone has severe abdominal bleeding,emergency_request,ambulance_service,high
2484,someone is coughing up blood,emergency_request,ambulance_service,high
2485,someone has collapsed at a public place,emergency_request,ambulance_service,high
2486,someone collapsed at the bus station,emergency_request,ambulance_service,high
2487,someone collapsed at the railway station,emergency_request,ambulance_service,high
2488,someone collapsed in a shopping mall,emergency_request,ambulance_service,high
2489,someone collapsed in a restaurant,emergency_request,ambulance_service,high
2490,someone collapsed during a sports event,emergency_request,ambulance_service,high
2491,someone is seriously injured on the roadside,emergency_request,ambulance_service,high
2492,someone needs emergency transport to the hospital,emergency_request,ambulance_service,high
2493,someone needs urgent hospital admission,emergency_request,ambulance_service,high
2494,we need emergency medical transport now,emergency_request,ambulance_service,high
2495,an accident victim needs an ambulance,emergency_request,ambulance_service,high
2496,someone has a life threatening injury,emergency_request,ambulance_service,high
2497,someone has lost consciousness after a seizure,emergency_request,ambulance_service,high
2498,someone has severe breathing difficulty after an asthma attack,emergency_request,ambulance_service,high
2499,someone has collapsed because of asthma,emergency_request,ambulance_service,high
2500,someone is experiencing severe chest tightness,emergency_request,ambulance_service,high
2501,someone has collapsed from exhaustion,emergency_request,ambulance_service,high
2502,someone needs oxygen support,emergency_request,ambulance_service,high
2503,someone is struggling to breathe,emergency_request,ambulance_service,high
2504,someone is unconscious after an electric shock,emergency_request,ambulance_service,high
2505,someone was electrocuted,emergency_request,ambulance_service,high
2506,someone has fallen into a well,emergency_request,ambulance_service,high
2507,someone has nearly drowned,emergency_request,ambulance_service,high
2508,someone was rescued from the water and is unconscious,emergency_request,ambulance_service,high
2509,someone needs immediate emergency care,emergency_request,ambulance_service,high
2510,please send emergency responders,emergency_request,ambulance_service,high
2511,send medical help immediately,emergency_request,ambulance_service,high
2512,we urgently need an ambulance at our location,emergency_request,ambulance_service,high
2513,my family member needs emergency transportation,emergency_request,ambulance_service,high
2514,i need emergency ambulance assistance right away,emergency_request,ambulance_service,high
2515,someone's condition is getting worse quickly,emergency_request,ambulance_service,high
2516,i need an ambulance for an elderly patient,emergency_request,ambulance_service,high
2517,my grandfather needs to be taken to the hospital,emergency_request,ambulance_service,high
2518,my grandmother needs emergency transport,emergency_request,ambulance_service,high
2519,i need an ambulance for a sick child,emergency_request,ambulance_service,high
2520,my baby needs immediate medical attention,emergency_request,ambulance_service,high
2521,my child has a very high fever,emergency_request,ambulance_service,high
2522,my child is having trouble breathing,emergency_request,ambulance_service,high
2523,my elderly father cannot get out of bed,emergency_request,ambulance_service,medium
2524,my elderly mother needs medical transport,emergency_request,ambulance_service,medium
2525,i need non emergency ambulance transport,request_service,ambulance_service,medium
2526,i need an ambulance to transfer a patient,request_service,ambulance_service,medium
2527,i need patient transport to another hospital,request_service,ambulance_service,medium
2528,i need an ambulance for hospital discharge,request_service,ambulance_service,medium
2529,i need medical transport for a wheelchair patient,request_service,ambulance_service,medium
2530,i need an ambulance for a bedridden patient,request_service,ambulance_service,medium
2531,i need oxygen support during transport,emergency_request,ambulance_service,high
2532,the patient needs oxygen immediately,emergency_request,ambulance_service,high
2533,i need an ambulance with life support equipment,emergency_request,ambulance_service,high
2534,i need an intensive care ambulance,emergency_request,ambulance_service,high
2535,i need a critical care ambulance,emergency_request,ambulance_service,high
2536,the patient is experiencing severe pain,emergency_request,ambulance_service,high
2537,the patient is becoming unconscious,emergency_request,ambulance_service,high
2538,the patient is breathing very slowly,emergency_request,ambulance_service,high
2539,the patient has become unresponsive,emergency_request,ambulance_service,high
2540,someone collapsed during work,emergency_request,ambulance_service,high
2541,someone collapsed while walking,emergency_request,ambulance_service,high
2542,someone collapsed inside a store,emergency_request,ambulance_service,high
2543,someone was seriously injured at a construction site,emergency_request,ambulance_service,high
2544,someone was injured in a factory accident,emergency_request,ambulance_service,high
2545,someone was hit by falling debris,emergency_request,ambulance_service,high
2546,someone is trapped under heavy equipment,emergency_request,ambulance_service,high
2547,i need emergency medical transportation immediately,emergency_request,ambulance_service,high
2548,my family member is critically ill,emergency_request,ambulance_service,high
2549,my neighbor needs an ambulance,emergency_request,ambulance_service,high
2550,someone needs urgent hospital care,emergency_request,ambulance_service,high
2551,i need an ambulance for an accident victim,emergency_request,ambulance_service,high
2552,someone is in critical condition,emergency_request,ambulance_service,high
2553,the patient cannot stay conscious,emergency_request,ambulance_service,high
2554,the patient is having severe breathing difficulties,emergency_request,ambulance_service,high
2555,someone needs emergency oxygen support,emergency_request,ambulance_service,high
2556,the patient's condition is life threatening,emergency_request,ambulance_service,high
2557,i need emergency patient transport now,request_service,ambulance_service,high
2558,the patient requires immediate hospitalization,emergency_request,ambulance_service,high
2559,i need urgent medical evacuation,emergency_request,ambulance_service,high
2560,someone is seriously injured and cannot move,emergency_request,ambulance_service,high
2561,someone needs immediate trauma care,emergency_request,ambulance_service,high
2562,please send an ambulance without delay,emergency_request,ambulance_service,high
2563,emergency medical transport is needed immediately,emergency_request,ambulance_service,high
2564,we need an ambulance at this location right now,emergency_request,ambulance_service,high
2565,immediate ambulance assistance is required,emergency_request,ambulance_service,high
2566,i need hospital service,request_service,hospital_service,medium
2567,i need to visit a hospital,request_service,hospital_service,medium
2568,please arrange hospital service,report_issue,hospital_service,medium
2569,i need medical treatment,request_service,hospital_service,medium
2570,i need to see a doctor,request_service,hospital_service,medium
2571,i need a doctor appointment,request_service,hospital_service,medium
2572,i need to consult a physician,request_service,hospital_service,medium
2573,i need to visit a specialist,request_service,hospital_service,medium
2574,i need emergency hospital treatment,emergency_request,hospital_service,high
2575,i need immediate medical attention,request_service,hospital_service,high
2576,i need hospital admission,request_service,hospital_service,high
2577,i need to be admitted to the hospital,request_service,hospital_service,high
2578,i need an emergency room,emergency_request,hospital_service,high
2579,i need emergency care,emergency_request,hospital_service,high
2580,i need urgent medical treatment,emergency_request,hospital_service,high
2581,i need a medical checkup,request_service,hospital_service,low
2582,i need a full body checkup,request_service,hospital_service,low
2583,i need a routine health checkup,request_service,hospital_service,low
2584,i need a blood test,request_service,hospital_service,low
2585,i need a urine test,request_service,hospital_service,low
2586,i need a laboratory test,request_service,hospital_service,low
2587,i need a medical examination,request_service,hospital_service,low
2588,i need an x ray,request_service,hospital_service,medium
2589,i need an mri scan,request_service,hospital_service,medium
2590,i need a ct scan,request_service,hospital_service,medium
2591,i need an ultrasound scan,request_service,hospital_service,medium
2592,i need an ecg test,request_service,hospital_service,medium
2593,i need an eeg test,request_service,hospital_service,medium
2594,i need a heart checkup,request_service,hospital_service,medium
2595,i need a diabetes checkup,request_service,hospital_service,low
2596,i need a cholesterol test,request_service,hospital_service,low
2597,i need a blood pressure check,request_service,hospital_service,low
2598,i need treatment for chest pain,emergency_request,hospital_service,high
2599,i need treatment for severe stomach pain,request_service,hospital_service,high
2600,i need treatment for breathing difficulties,request_service,hospital_service,high
2601,i need treatment for a broken bone,emergency_request,hospital_service,high
2602,i need treatment for a deep cut,request_service,hospital_service,high
2603,i need treatment for burns,request_service,hospital_service,high
2604,i need treatment after an accident,emergency_request,hospital_service,high
2605,i need medical care for an injury,emergency_request,hospital_service,high
2606,i need surgery consultation,request_service,hospital_service,medium
2607,i need to meet a surgeon,request_service,hospital_service,medium
2608,i need orthopedic treatment,request_service,hospital_service,medium
2609,i need cardiology consultation,request_service,hospital_service,medium
2610,i need neurology consultation,request_service,hospital_service,medium
2611,i need pediatric consultation,request_service,hospital_service,medium
2612,i need gynecology consultation,request_service,hospital_service,medium
2613,i need maternity care,request_service,hospital_service,medium
2614,i need prenatal care,request_service,hospital_service,medium
2615,i need postnatal care,request_service,hospital_service,medium
2616,i need child medical treatment,request_service,hospital_service,medium
2617,my child needs hospital treatment,report_issue,hospital_service,high
2618,my elderly father needs hospital care,report_issue,hospital_service,medium
2619,my elderly mother needs medical treatment,report_issue,hospital_service,medium
2620,i need cancer treatment consultation,request_service,hospital_service,medium
2621,i need kidney treatment,request_service,hospital_service,medium
2622,i need dialysis services,request_service,hospital_service,high
2623,i need physiotherapy treatment,request_service,hospital_service,low
2624,i need rehabilitation services,request_service,hospital_service,low
2625,i need dental treatment at the hospital,request_service,hospital_service,medium
2626,i need eye treatment,request_service,hospital_service,medium
2627,i need an eye examination,request_service,hospital_service,low
2628,i need ear treatment,request_service,hospital_service,medium
2629,i need nose and throat treatment,request_service,hospital_service,medium
2630,i need skin treatment,request_service,hospital_service,low
2631,i need allergy treatment,emergency_request,hospital_service,medium
2632,i need vaccination services,request_service,hospital_service,low
2633,i need a flu vaccination,request_service,hospital_service,low
2634,i need a covid vaccination,request_service,hospital_service,low
2635,i need medical advice,request_service,hospital_service,low
2636,i need a second medical opinion,request_service,hospital_service,low
2637,i need follow up treatment,request_service,hospital_service,low
2638,i need a follow up appointment,request_service,hospital_service,low
2639,i need prescription renewal,request_service,hospital_service,low
2640,i need hospital consultation today,request_service,hospital_service,medium
2641,i need same day medical consultation,request_service,hospital_service,medium
2642,i need urgent consultation with a doctor,request_service,hospital_service,high
2643,i need specialist consultation immediately,request_service,hospital_service,high
2644,i need emergency surgery evaluation,emergency_request,hospital_service,high
2645,i need intensive care services,request_service,hospital_service,high
2646,i need critical care treatment,request_service,hospital_service,high
2647,i need oxygen therapy,request_service,hospital_service,high
2648,i need respiratory treatment,request_service,hospital_service,high
2649,i need treatment for severe fever,request_service,hospital_service,medium
2650,i need treatment for dehydration,emergency_request,hospital_service,medium
2651,i need treatment for food poisoning,emergency_request,hospital_service,high
2652,i need treatment for severe vomiting,request_service,hospital_service,high
2653,i need treatment for severe diarrhea,request_service,hospital_service,high
2654,i need hospital treatment for an infection,request_service,hospital_service,medium
2655,i need wound treatment,request_service,hospital_service,medium
2656,i need stitches for a cut,request_service,hospital_service,medium
2657,i need emergency stitches,emergency_request,hospital_service,high
2658,i need observation at the hospital,request_service,hospital_service,medium
2659,i need overnight hospital care,request_service,hospital_service,medium
2660,i need medical treatment as soon as possible,emergency_request,hospital_service,high
2661,i need hospital assistance immediately,emergency_request,hospital_service,high
2662,please arrange hospital admission today,report_issue,hospital_service,high
2663,i need professional medical care,request_service,hospital_service,medium
2664,i need hospital services without delay,emergency_request,hospital_service,high
2665,my condition requires hospital treatment,report_issue,hospital_service,high
2666,i need immediate hospital consultation,request_service,hospital_service,high
2667,i need treatment for severe back pain,request_service,hospital_service,medium
2668,i need treatment for severe neck pain,request_service,hospital_service,medium
2669,i need treatment for a head injury,emergency_request,hospital_service,high
2670,i need treatment for dizziness,emergency_request,hospital_service,medium
2671,i need treatment for fainting,request_service,hospital_service,high
2672,i need treatment for a seizure,emergency_request,hospital_service,high
2673,i need treatment for severe headaches,request_service,hospital_service,medium
2674,i need treatment for migraines,request_service,hospital_service,medium
2675,i need treatment for joint pain,request_service,hospital_service,low
2676,i need treatment for knee pain,request_service,hospital_service,low
2677,i need treatment for shoulder pain,request_service,hospital_service,low
2678,i need treatment for hip pain,request_service,hospital_service,low
2679,i need treatment for muscle pain,request_service,hospital_service,low
2680,i need treatment for a sprained ankle,request_service,hospital_service,medium
2681,i need treatment for a fractured arm,request_service,hospital_service,high
2682,i need treatment for a fractured leg,request_service,hospital_service,high
2683,i need treatment for a dislocated shoulder,request_service,hospital_service,high
2684,i need treatment for a sports injury,emergency_request,hospital_service,medium
2685,i need treatment for severe coughing,request_service,hospital_service,medium
2686,i need treatment for pneumonia,request_service,hospital_service,high
2687,i need treatment for asthma,request_service,hospital_service,high
2688,i need treatment for chest infection,request_service,hospital_service,medium
2689,i need treatment for a lung infection,request_service,hospital_service,medium
2690,i need treatment for severe allergies,emergency_request,hospital_service,medium
2691,i need treatment for a skin infection,request_service,hospital_service,medium
2692,i need treatment for a urinary infection,request_service,hospital_service,medium
2693,i need treatment for kidney stones,request_service,hospital_service,high
2694,i need treatment for liver problems,request_service,hospital_service,medium
2695,i need treatment for gallbladder pain,request_service,hospital_service,medium
2696,i need treatment for severe constipation,request_service,hospital_service,medium
2697,i need treatment for stomach ulcers,request_service,hospital_service,medium
2698,i need treatment for acid reflux,request_service,hospital_service,low
2699,i need treatment for severe abdominal pain,request_service,hospital_service,high
2700,i need treatment for appendicitis,request_service,hospital_service,high
2701,i need treatment for severe bleeding,emergency_request,hospital_service,high
2702,i need treatment for nose bleeding,emergency_request,hospital_service,medium
2703,i need treatment for an infected wound,request_service,hospital_service,medium
2704,i need treatment for an animal bite,request_service,hospital_service,high
2705,i need treatment for a snake bite,request_service,hospital_service,high
2706,i need treatment for an insect bite,request_service,hospital_service,medium
2707,i need treatment for heat exhaustion,request_service,hospital_service,medium
2708,i need treatment for heat stroke,emergency_request,hospital_service,high
2709,i need treatment for hypothermia,request_service,hospital_service,high
2710,i need treatment for dehydration caused by illness,emergency_request,hospital_service,medium
2711,i need treatment for severe weakness,request_service,hospital_service,medium
2712,i need treatment for sudden vision loss,request_service,hospital_service,high
2713,i need treatment for blurred vision,request_service,hospital_service,medium
2714,i need treatment for an eye injury,emergency_request,hospital_service,high
2715,i need treatment for ear pain,request_service,hospital_service,medium
2716,i need treatment for hearing loss,request_service,hospital_service,medium
2717,i need treatment for a throat infection,request_service,hospital_service,medium
2718,i need treatment for swollen tonsils,request_service,hospital_service,medium
2719,i need treatment for severe tooth pain,request_service,hospital_service,medium
2720,i need treatment for bleeding gums,emergency_request,hospital_service,low
2721,i need treatment for jaw pain,request_service,hospital_service,medium
2722,i need treatment for thyroid problems,request_service,hospital_service,medium
2723,i need treatment for hormonal problems,request_service,hospital_service,low
2724,i need treatment for anemia,request_service,hospital_service,medium
2725,i need treatment for low blood pressure,request_service,hospital_service,medium
2726,i need treatment for high blood pressure,request_service,hospital_service,medium
2727,i need treatment for irregular heartbeat,request_service,hospital_service,high
2728,i need treatment for heart palpitations,request_service,hospital_service,high
2729,i need treatment for severe anxiety,request_service,hospital_service,medium
2730,i need treatment for panic attacks,request_service,hospital_service,medium
2731,i need treatment for depression,request_service,hospital_service,low
2732,i need treatment for insomnia,request_service,hospital_service,low
2733,i need treatment for stress related illness,request_service,hospital_service,low
2734,i need psychiatric consultation,request_service,hospital_service,medium
2735,i need mental health services,request_service,hospital_service,medium
2736,i need counseling at the hospital,request_service,hospital_service,low
2737,i need nutritional consultation,request_service,hospital_service,low
2738,i need obesity treatment,request_service,hospital_service,low
2739,i need weight management consultation,request_service,hospital_service,low
2740,i need endocrinology consultation,request_service,hospital_service,medium
2741,i need gastroenterology consultation,request_service,hospital_service,medium
2742,i need pulmonology consultation,request_service,hospital_service,medium
2743,i need nephrology consultation,request_service,hospital_service,medium
2744,i need urology consultation,request_service,hospital_service,medium
2745,i need oncology consultation,request_service,hospital_service,medium
2746,i need hematology consultation,request_service,hospital_service,medium
2747,i need rheumatology consultation,request_service,hospital_service,medium
2748,i need infectious disease consultation,request_service,hospital_service,medium
2749,i need plastic surgery consultation,request_service,hospital_service,low
2750,i need medical clearance for surgery,request_service,hospital_service,medium
2751,i need pre surgery evaluation,request_service,hospital_service,medium
2752,i need post surgery follow up,request_service,hospital_service,medium
2753,i need stitches removed,request_service,hospital_service,low
2754,i need cast removal,request_service,hospital_service,low
2755,i need dressing change for my wound,request_service,hospital_service,low
2756,i need iv treatment,request_service,hospital_service,medium
2757,i need blood transfusion services,request_service,hospital_service,high
2758,i need emergency observation,emergency_request,hospital_service,high
2759,i need urgent specialist care,emergency_request,hospital_service,high
2760,i need immediate medical evaluation,request_service,hospital_service,high
2761,i need hospital treatment today,request_service,hospital_service,medium
2762,i need medical consultation without delay,request_service,hospital_service,high
2763,i need hospital care for a serious illness,request_service,hospital_service,high
2764,my symptoms are getting worse,report_issue,hospital_service,high
2765,i need a hospital specialist as soon as possible,emergency_request,hospital_service,high
2766,please arrange hospital treatment immediately,emergency_request,hospital_service,high
2767,i need urgent hospital consultation,request_service,hospital_service,high
2768,i need a medical certificate from the hospital,request_service,hospital_service,low
2769,i need a fitness certificate,request_service,hospital_service,low
2770,i need a medical fitness examination,request_service,hospital_service,low
2771,i need a health screening,request_service,hospital_service,low
2772,i need an annual medical checkup,request_service,hospital_service,low
2773,i need a pregnancy checkup,request_service,hospital_service,medium
2774,i need maternity consultation,request_service,hospital_service,medium
2775,i need labor and delivery services,request_service,hospital_service,high
2776,i need newborn medical care,request_service,hospital_service,medium
2777,i need neonatal care,request_service,hospital_service,high
2778,i need pediatric emergency care,emergency_request,hospital_service,high
2779,i need treatment for my baby,request_service,hospital_service,medium
2780,i need hospital care for my elderly father,request_service,hospital_service,medium
2781,i need hospital care for my elderly mother,request_service,hospital_service,medium
2782,i need geriatric medical services,request_service,hospital_service,medium
2783,i need palliative care services,request_service,hospital_service,medium
2784,i need hospice care consultation,request_service,hospital_service,medium
2785,i need rehabilitation after surgery,request_service,hospital_service,medium
2786,i need occupational therapy,request_service,hospital_service,low
2787,i need speech therapy,request_service,hospital_service,low
2788,i need respiratory therapy,request_service,hospital_service,medium
2789,i need pain management treatment,request_service,hospital_service,medium
2790,i need chronic disease management,request_service,hospital_service,low
2791,i need treatment for a recurring illness,request_service,hospital_service,medium
2792,i need infectious disease treatment,request_service,hospital_service,high
2793,i need isolation medical care,request_service,hospital_service,high
2794,i need emergency infectious disease treatment,emergency_request,hospital_service,high
2795,i need treatment for severe skin burns,request_service,hospital_service,high
2796,i need treatment for a chemical exposure,request_service,hospital_service,high
2797,i need treatment after inhaling toxic fumes,request_service,hospital_service,high
2798,i need emergency poisoning treatment,emergency_request,hospital_service,high
2799,i need treatment after an electric shock,emergency_request,hospital_service,high
2800,i need trauma care,request_service,hospital_service,high
2801,i need critical injury treatment,emergency_request,hospital_service,high
2802,i need observation after an accident,emergency_request,hospital_service,high
2803,i need emergency neurological care,emergency_request,hospital_service,high
2804,i need emergency cardiac care,emergency_request,hospital_service,high
2805,i need emergency orthopedic care,emergency_request,hospital_service,high
2806,i need immediate surgical evaluation,request_service,hospital_service,high
2807,i need emergency intensive care,emergency_request,hospital_service,high
2808,i need a hospital referral,request_service,hospital_service,low
2809,i need a specialist referral,request_service,hospital_service,low
2810,i need assistance registering at the hospital,request_service,hospital_service,low
2811,i need help booking a hospital consultation,request_service,hospital_service,low
2812,i need medical consultation for my symptoms,request_service,hospital_service,medium
2813,i need immediate consultation for severe pain,request_service,hospital_service,high
2814,i need hospital treatment for a medical emergency,emergency_request,hospital_service,high
2815,my illness requires hospital admission,report_issue,hospital_service,high
2816,my doctor advised me to go to the hospital,report_issue,hospital_service,medium
2817,i need hospital services as soon as possible,emergency_request,hospital_service,high
2818,i need nursing assistance,request_service,nursing_assistance,medium
2819,please send a nurse,request_service,nursing_assistance,medium
2820,i need a home nurse,request_service,nursing_assistance,medium
2821,i need first aid assistance,request_service,nursing_assistance,high
2822,i need medical assistance at home,request_service,nursing_assistance,medium
2823,i need a qualified nurse,request_service,nursing_assistance,medium
2824,i need home nursing care,request_service,nursing_assistance,medium
2825,i need patient care at home,request_service,nursing_assistance,medium
2826,i need elderly nursing care,request_service,nursing_assistance,medium
2827,i need someone to care for my elderly father,request_service,nursing_assistance,medium
2828,i need someone to care for my elderly mother,request_service,nursing_assistance,medium
2829,i need nursing care for my grandfather,request_service,nursing_assistance,medium
2830,i need nursing care for my grandmother,request_service,nursing_assistance,medium
2831,i need wound dressing,request_service,nursing_assistance,medium
2832,i need someone to change my wound dressing,request_service,nursing_assistance,medium
2833,i need dressing for my surgical wound,request_service,nursing_assistance,medium
2834,i need first aid for a cut,request_service,nursing_assistance,medium
2835,i need first aid for a burn,request_service,nursing_assistance,medium
2836,i need first aid for an injury,emergency_request,nursing_assistance,medium
2837,i need help stopping bleeding,emergency_request,nursing_assistance,high
2838,i need someone to clean and dress a wound,request_service,nursing_assistance,medium
2839,i need stitches checked,request_service,nursing_assistance,low
2840,i need dressing changed after surgery,request_service,nursing_assistance,medium
2841,i need post surgery nursing care,request_service,nursing_assistance,medium
2842,i need recovery care after surgery,request_service,nursing_assistance,medium
2843,i need injection service at home,request_service,nursing_assistance,medium
2844,i need someone to give an injection,request_service,nursing_assistance,medium
2845,i need insulin injection assistance,request_service,nursing_assistance,medium
2846,i need vaccination assistance at home,request_service,nursing_assistance,low
2847,i need iv therapy,request_service,nursing_assistance,medium
2848,i need intravenous treatment at home,request_service,nursing_assistance,medium
2849,i need iv fluids administered,request_service,nursing_assistance,medium
2850,i need blood pressure monitoring,request_service,nursing_assistance,low
2851,i need blood sugar monitoring,request_service,nursing_assistance,low
2852,i need temperature monitoring,request_service,nursing_assistance,low
2853,i need pulse monitoring,request_service,nursing_assistance,low
2854,i need oxygen level monitoring,request_service,nursing_assistance,medium
2855,i need medication administration,request_service,nursing_assistance,medium
2856,i need help taking my medication,request_service,nursing_assistance,low
2857,i need medicine management,request_service,nursing_assistance,low
2858,i need catheter care,request_service,nursing_assistance,medium
2859,i need catheter replacement,request_service,nursing_assistance,medium
2860,i need urinary catheter assistance,request_service,nursing_assistance,medium
2861,i need feeding tube care,request_service,nursing_assistance,medium
2862,i need assistance with tube feeding,request_service,nursing_assistance,medium
2863,i need patient hygiene assistance,request_service,nursing_assistance,low
2864,i need help bathing a patient,request_service,nursing_assistance,low
2865,i need bed bath assistance,request_service,nursing_assistance,low
2866,i need help changing a patient's clothes,request_service,nursing_assistance,low
2867,i need patient mobility assistance,request_service,nursing_assistance,low
2868,i need help moving a patient,request_service,nursing_assistance,medium
2869,i need assistance transferring a patient,request_service,nursing_assistance,medium
2870,i need help lifting a patient,request_service,nursing_assistance,medium
2871,i need bed sore care,request_service,nursing_assistance,medium
2872,i need pressure sore treatment,request_service,nursing_assistance,medium
2873,i need home care for a bedridden patient,request_service,nursing_assistance,medium
2874,i need nursing care for a disabled person,request_service,nursing_assistance,medium
2875,i need assistance caring for a stroke patient,emergency_request,nursing_assistance,medium
