id,transcript,intent,service_type,urgency_level
13860,i need professional help with the split ac at home,CreateServiceRequest,air_condition_technician,medium
13861,i need ac service for the split ac soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13862,please arrange ac service for the split ac as soon as possible in the bedroom,CreateServiceRequest,air_condition_technician,medium
13863,i need someone to check the split ac today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13864,the split ac needs service soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13865,can you send a technician for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,medium
13866,i need help dealing with the split ac in the bedroom,CreateServiceRequest,air_condition_technician,medium
13867,please arrange a service visit for the split ac today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13868,i would like to book ac service for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,medium
13869,the split ac needs to be looked at soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13870,i need professional help with the split ac in the bedroom,CreateServiceRequest,air_condition_technician,medium
13871,i need ac service for the split ac soon in the living room,CreateServiceRequest,air_condition_technician,medium
13872,please arrange ac service for the split ac as soon as possible in the living room,CreateServiceRequest,air_condition_technician,medium
13873,i need someone to check the split ac today in the living room,CreateServiceRequest,air_condition_technician,medium
13874,the split ac needs service soon in the living room,CreateServiceRequest,air_condition_technician,medium
13875,can you send a technician for the split ac in the living room,CreateServiceRequest,air_condition_technician,medium
13876,i need help dealing with the split ac in the living room,CreateServiceRequest,air_condition_technician,medium
13877,please arrange a service visit for the split ac today in the living room,CreateServiceRequest,air_condition_technician,medium
13878,i would like to book ac service for the split ac in the living room,CreateServiceRequest,air_condition_technician,medium
13879,the split ac needs to be looked at soon in the living room,CreateServiceRequest,air_condition_technician,medium
13880,i need professional help with the split ac in the living room,CreateServiceRequest,air_condition_technician,medium
13881,i need ac service for the split ac soon in the office,CreateServiceRequest,air_condition_technician,medium
13882,please arrange ac service for the split ac as soon as possible in the office,CreateServiceRequest,air_condition_technician,medium
13883,i need someone to check the split ac today in the office,CreateServiceRequest,air_condition_technician,medium
13884,the split ac needs service soon in the office,CreateServiceRequest,air_condition_technician,medium
13885,can you send a technician for the split ac in the office,CreateServiceRequest,air_condition_technician,medium
13886,i need help dealing with the split ac in the office,CreateServiceRequest,air_condition_technician,medium
13887,please arrange a service visit for the split ac today in the office,CreateServiceRequest,air_condition_technician,medium
13888,i would like to book ac service for the split ac in the office,CreateServiceRequest,air_condition_technician,medium
13889,the split ac needs to be looked at soon in the office,CreateServiceRequest,air_condition_technician,medium
13890,i need professional help with the split ac in the office,CreateServiceRequest,air_condition_technician,medium
13891,i need ac service for the split ac soon at my shop,CreateServiceRequest,air_condition_technician,medium
13892,please arrange ac service for the split ac as soon as possible at my shop,CreateServiceRequest,air_condition_technician,medium
13893,i need someone to check the split ac today at my shop,CreateServiceRequest,air_condition_technician,medium
13894,the split ac needs service soon at my shop,CreateServiceRequest,air_condition_technician,medium
13895,can you send a technician for the split ac at my shop,CreateServiceRequest,air_condition_technician,medium
13896,i need help dealing with the split ac at my shop,CreateServiceRequest,air_condition_technician,medium
13897,please arrange a service visit for the split ac today at my shop,CreateServiceRequest,air_condition_technician,medium
13898,i would like to book ac service for the split ac at my shop,CreateServiceRequest,air_condition_technician,medium
13899,the split ac needs to be looked at soon at my shop,CreateServiceRequest,air_condition_technician,medium
13900,i need professional help with the split ac at my shop,CreateServiceRequest,air_condition_technician,medium
13901,i need ac service for the ac compressor soon at home,CreateServiceRequest,air_condition_technician,medium
13902,please arrange ac service for the ac compressor as soon as possible at home,CreateServiceRequest,air_condition_technician,medium
13903,i need someone to check the ac compressor today at home,CreateServiceRequest,air_condition_technician,medium
13904,the ac compressor needs service soon at home,CreateServiceRequest,air_condition_technician,medium
13905,can you send a technician for the ac compressor at home,CreateServiceRequest,air_condition_technician,medium
13906,i need help dealing with the ac compressor at home,CreateServiceRequest,air_condition_technician,medium
13907,please arrange a service visit for the ac compressor today at home,CreateServiceRequest,air_condition_technician,medium
13908,i would like to book ac service for the ac compressor at home,CreateServiceRequest,air_condition_technician,medium
13909,the ac compressor needs to be looked at soon at home,CreateServiceRequest,air_condition_technician,medium
13910,i need professional help with the ac compressor at home,CreateServiceRequest,air_condition_technician,medium
13911,i need ac service for the ac compressor soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13912,please arrange ac service for the ac compressor as soon as possible in the bedroom,CreateServiceRequest,air_condition_technician,medium
13913,i need someone to check the ac compressor today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13914,the ac compressor needs service soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13915,can you send a technician for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,medium
13916,i need help dealing with the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,medium
13917,please arrange a service visit for the ac compressor today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13918,i would like to book ac service for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,medium
13919,the ac compressor needs to be looked at soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13920,i need professional help with the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,medium
13921,i need ac service for the ac compressor soon in the living room,CreateServiceRequest,air_condition_technician,medium
13922,please arrange ac service for the ac compressor as soon as possible in the living room,CreateServiceRequest,air_condition_technician,medium
13923,i need someone to check the ac compressor today in the living room,CreateServiceRequest,air_condition_technician,medium
13924,the ac compressor needs service soon in the living room,CreateServiceRequest,air_condition_technician,medium
13925,can you send a technician for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,medium
13926,i need help dealing with the ac compressor in the living room,CreateServiceRequest,air_condition_technician,medium
13927,please arrange a service visit for the ac compressor today in the living room,CreateServiceRequest,air_condition_technician,medium
13928,i would like to book ac service for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,medium
13929,the ac compressor needs to be looked at soon in the living room,CreateServiceRequest,air_condition_technician,medium
13930,i need professional help with the ac compressor in the living room,CreateServiceRequest,air_condition_technician,medium
13931,i need ac service for the ac compressor soon in the office,CreateServiceRequest,air_condition_technician,medium
13932,please arrange ac service for the ac compressor as soon as possible in the office,CreateServiceRequest,air_condition_technician,medium
13933,i need someone to check the ac compressor today in the office,CreateServiceRequest,air_condition_technician,medium
13934,the ac compressor needs service soon in the office,CreateServiceRequest,air_condition_technician,medium
13935,can you send a technician for the ac compressor in the office,CreateServiceRequest,air_condition_technician,medium
13936,i need help dealing with the ac compressor in the office,CreateServiceRequest,air_condition_technician,medium
13937,please arrange a service visit for the ac compressor today in the office,CreateServiceRequest,air_condition_technician,medium
13938,i would like to book ac service for the ac compressor in the office,CreateServiceRequest,air_condition_technician,medium
13939,the ac compressor needs to be looked at soon in the office,CreateServiceRequest,air_condition_technician,medium
13940,i need professional help with the ac compressor in the office,CreateServiceRequest,air_condition_technician,medium
13941,i need ac service for the ac compressor soon at my shop,CreateServiceRequest,air_condition_technician,medium
13942,please arrange ac service for the ac compressor as soon as possible at my shop,CreateServiceRequest,air_condition_technician,medium
13943,i need someone to check the ac compressor today at my shop,CreateServiceRequest,air_condition_technician,medium
13944,the ac compressor needs service soon at my shop,CreateServiceRequest,air_condition_technician,medium
13945,can you send a technician for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,medium
13946,i need help dealing with the ac compressor at my shop,CreateServiceRequest,air_condition_technician,medium
13947,please arrange a service visit for the ac compressor today at my shop,CreateServiceRequest,air_condition_technician,medium
13948,i would like to book ac service for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,medium
13949,the ac compressor needs to be looked at soon at my shop,CreateServiceRequest,air_condition_technician,medium
13950,i need professional help with the ac compressor at my shop,CreateServiceRequest,air_condition_technician,medium
13951,i need ac service for the ac fan soon at home,CreateServiceRequest,air_condition_technician,medium
13952,please arrange ac service for the ac fan as soon as possible at home,CreateServiceRequest,air_condition_technician,medium
13953,i need someone to check the ac fan today at home,CreateServiceRequest,air_condition_technician,medium
13954,the ac fan needs service soon at home,CreateServiceRequest,air_condition_technician,medium
13955,can you send a technician for the ac fan at home,CreateServiceRequest,air_condition_technician,medium
13956,i need help dealing with the ac fan at home,CreateServiceRequest,air_condition_technician,medium
13957,please arrange a service visit for the ac fan today at home,CreateServiceRequest,air_condition_technician,medium
13958,i would like to book ac service for the ac fan at home,CreateServiceRequest,air_condition_technician,medium
13959,the ac fan needs to be looked at soon at home,CreateServiceRequest,air_condition_technician,medium
13960,i need professional help with the ac fan at home,CreateServiceRequest,air_condition_technician,medium
13961,i need ac service for the ac fan soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13962,please arrange ac service for the ac fan as soon as possible in the bedroom,CreateServiceRequest,air_condition_technician,medium
13963,i need someone to check the ac fan today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13964,the ac fan needs service soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13965,can you send a technician for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,medium
13966,i need help dealing with the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,medium
13967,please arrange a service visit for the ac fan today in the bedroom,CreateServiceRequest,air_condition_technician,medium
13968,i would like to book ac service for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,medium
13969,the ac fan needs to be looked at soon in the bedroom,CreateServiceRequest,air_condition_technician,medium
13970,i need professional help with the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,medium
13971,i need ac service for the ac fan soon in the living room,CreateServiceRequest,air_condition_technician,medium
13972,please arrange ac service for the ac fan as soon as possible in the living room,CreateServiceRequest,air_condition_technician,medium
13973,i need someone to check the ac fan today in the living room,CreateServiceRequest,air_condition_technician,medium
13974,the ac fan needs service soon in the living room,CreateServiceRequest,air_condition_technician,medium
13975,can you send a technician for the ac fan in the living room,CreateServiceRequest,air_condition_technician,medium
13976,i need urgent ac service for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13977,please send someone immediately for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13978,the air conditioner needs immediate attention at home,CreateServiceRequest,air_condition_technician,high
13979,please arrange emergency service for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13980,i need a technician right away for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13981,the air conditioner has become an urgent problem at home,CreateServiceRequest,air_condition_technician,high
13982,please send help without delay for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13983,i need immediate assistance with the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13984,the air conditioner needs to be dealt with right now at home,CreateServiceRequest,air_condition_technician,high
13985,please arrange urgent ac service for the air conditioner at home,CreateServiceRequest,air_condition_technician,high
13986,i need urgent ac service for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13987,please send someone immediately for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13988,the air conditioner needs immediate attention in the bedroom,CreateServiceRequest,air_condition_technician,high
13989,please arrange emergency service for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13990,i need a technician right away for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13991,the air conditioner has become an urgent problem in the bedroom,CreateServiceRequest,air_condition_technician,high
13992,please send help without delay for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13993,i need immediate assistance with the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13994,the air conditioner needs to be dealt with right now in the bedroom,CreateServiceRequest,air_condition_technician,high
13995,please arrange urgent ac service for the air conditioner in the bedroom,CreateServiceRequest,air_condition_technician,high
13996,i need urgent ac service for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
13997,please send someone immediately for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
13998,the air conditioner needs immediate attention in the living room,CreateServiceRequest,air_condition_technician,high
13999,please arrange emergency service for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
14000,i need a technician right away for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
14001,the air conditioner has become an urgent problem in the living room,CreateServiceRequest,air_condition_technician,high
14002,please send help without delay for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
14003,i need immediate assistance with the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
14004,the air conditioner needs to be dealt with right now in the living room,CreateServiceRequest,air_condition_technician,high
14005,please arrange urgent ac service for the air conditioner in the living room,CreateServiceRequest,air_condition_technician,high
14006,i need urgent ac service for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14007,please send someone immediately for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14008,the air conditioner needs immediate attention in the office,CreateServiceRequest,air_condition_technician,high
14009,please arrange emergency service for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14010,i need a technician right away for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14011,the air conditioner has become an urgent problem in the office,CreateServiceRequest,air_condition_technician,high
14012,please send help without delay for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14013,i need immediate assistance with the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14014,the air conditioner needs to be dealt with right now in the office,CreateServiceRequest,air_condition_technician,high
14015,please arrange urgent ac service for the air conditioner in the office,CreateServiceRequest,air_condition_technician,high
14016,i need urgent ac service for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14017,please send someone immediately for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14018,the air conditioner needs immediate attention at my shop,CreateServiceRequest,air_condition_technician,high
14019,please arrange emergency service for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14020,i need a technician right away for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14021,the air conditioner has become an urgent problem at my shop,CreateServiceRequest,air_condition_technician,high
14022,please send help without delay for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14023,i need immediate assistance with the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14024,the air conditioner needs to be dealt with right now at my shop,CreateServiceRequest,air_condition_technician,high
14025,please arrange urgent ac service for the air conditioner at my shop,CreateServiceRequest,air_condition_technician,high
14026,i need urgent ac service for the split ac at home,CreateServiceRequest,air_condition_technician,high
14027,please send someone immediately for the split ac at home,CreateServiceRequest,air_condition_technician,high
14028,the split ac needs immediate attention at home,CreateServiceRequest,air_condition_technician,high
14029,please arrange emergency service for the split ac at home,CreateServiceRequest,air_condition_technician,high
14030,i need a technician right away for the split ac at home,CreateServiceRequest,air_condition_technician,high
14031,the split ac has become an urgent problem at home,CreateServiceRequest,air_condition_technician,high
14032,please send help without delay for the split ac at home,CreateServiceRequest,air_condition_technician,high
14033,i need immediate assistance with the split ac at home,CreateServiceRequest,air_condition_technician,high
14034,the split ac needs to be dealt with right now at home,CreateServiceRequest,air_condition_technician,high
14035,please arrange urgent ac service for the split ac at home,CreateServiceRequest,air_condition_technician,high
14036,i need urgent ac service for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14037,please send someone immediately for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14038,the split ac needs immediate attention in the bedroom,CreateServiceRequest,air_condition_technician,high
14039,please arrange emergency service for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14040,i need a technician right away for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14041,the split ac has become an urgent problem in the bedroom,CreateServiceRequest,air_condition_technician,high
14042,please send help without delay for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14043,i need immediate assistance with the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14044,the split ac needs to be dealt with right now in the bedroom,CreateServiceRequest,air_condition_technician,high
14045,please arrange urgent ac service for the split ac in the bedroom,CreateServiceRequest,air_condition_technician,high
14046,i need urgent ac service for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14047,please send someone immediately for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14048,the split ac needs immediate attention in the living room,CreateServiceRequest,air_condition_technician,high
14049,please arrange emergency service for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14050,i need a technician right away for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14051,the split ac has become an urgent problem in the living room,CreateServiceRequest,air_condition_technician,high
14052,please send help without delay for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14053,i need immediate assistance with the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14054,the split ac needs to be dealt with right now in the living room,CreateServiceRequest,air_condition_technician,high
14055,please arrange urgent ac service for the split ac in the living room,CreateServiceRequest,air_condition_technician,high
14056,i need urgent ac service for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14057,please send someone immediately for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14058,the split ac needs immediate attention in the office,CreateServiceRequest,air_condition_technician,high
14059,please arrange emergency service for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14060,i need a technician right away for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14061,the split ac has become an urgent problem in the office,CreateServiceRequest,air_condition_technician,high
14062,please send help without delay for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14063,i need immediate assistance with the split ac in the office,CreateServiceRequest,air_condition_technician,high
14064,the split ac needs to be dealt with right now in the office,CreateServiceRequest,air_condition_technician,high
14065,please arrange urgent ac service for the split ac in the office,CreateServiceRequest,air_condition_technician,high
14066,i need urgent ac service for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14067,please send someone immediately for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14068,the split ac needs immediate attention at my shop,CreateServiceRequest,air_condition_technician,high
14069,please arrange emergency service for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14070,i need a technician right away for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14071,the split ac has become an urgent problem at my shop,CreateServiceRequest,air_condition_technician,high
14072,please send help without delay for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14073,i need immediate assistance with the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14074,the split ac needs to be dealt with right now at my shop,CreateServiceRequest,air_condition_technician,high
14075,please arrange urgent ac service for the split ac at my shop,CreateServiceRequest,air_condition_technician,high
14076,i need urgent ac service for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14077,please send someone immediately for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14078,the ac compressor needs immediate attention at home,CreateServiceRequest,air_condition_technician,high
14079,please arrange emergency service for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14080,i need a technician right away for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14081,the ac compressor has become an urgent problem at home,CreateServiceRequest,air_condition_technician,high
14082,please send help without delay for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14083,i need immediate assistance with the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14084,the ac compressor needs to be dealt with right now at home,CreateServiceRequest,air_condition_technician,high
14085,please arrange urgent ac service for the ac compressor at home,CreateServiceRequest,air_condition_technician,high
14086,i need urgent ac service for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14087,please send someone immediately for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14088,the ac compressor needs immediate attention in the bedroom,CreateServiceRequest,air_condition_technician,high
14089,please arrange emergency service for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14090,i need a technician right away for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14091,the ac compressor has become an urgent problem in the bedroom,CreateServiceRequest,air_condition_technician,high
14092,please send help without delay for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14093,i need immediate assistance with the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14094,the ac compressor needs to be dealt with right now in the bedroom,CreateServiceRequest,air_condition_technician,high
14095,please arrange urgent ac service for the ac compressor in the bedroom,CreateServiceRequest,air_condition_technician,high
14096,i need urgent ac service for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14097,please send someone immediately for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14098,the ac compressor needs immediate attention in the living room,CreateServiceRequest,air_condition_technician,high
14099,please arrange emergency service for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14100,i need a technician right away for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14101,the ac compressor has become an urgent problem in the living room,CreateServiceRequest,air_condition_technician,high
14102,please send help without delay for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14103,i need immediate assistance with the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14104,the ac compressor needs to be dealt with right now in the living room,CreateServiceRequest,air_condition_technician,high
14105,please arrange urgent ac service for the ac compressor in the living room,CreateServiceRequest,air_condition_technician,high
14106,i need urgent ac service for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14107,please send someone immediately for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14108,the ac compressor needs immediate attention in the office,CreateServiceRequest,air_condition_technician,high
14109,please arrange emergency service for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14110,i need a technician right away for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14111,the ac compressor has become an urgent problem in the office,CreateServiceRequest,air_condition_technician,high
14112,please send help without delay for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14113,i need immediate assistance with the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14114,the ac compressor needs to be dealt with right now in the office,CreateServiceRequest,air_condition_technician,high
14115,please arrange urgent ac service for the ac compressor in the office,CreateServiceRequest,air_condition_technician,high
14116,i need urgent ac service for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14117,please send someone immediately for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14118,the ac compressor needs immediate attention at my shop,CreateServiceRequest,air_condition_technician,high
14119,please arrange emergency service for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14120,i need a technician right away for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14121,the ac compressor has become an urgent problem at my shop,CreateServiceRequest,air_condition_technician,high
14122,please send help without delay for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14123,i need immediate assistance with the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14124,the ac compressor needs to be dealt with right now at my shop,CreateServiceRequest,air_condition_technician,high
14125,please arrange urgent ac service for the ac compressor at my shop,CreateServiceRequest,air_condition_technician,high
14126,i need urgent ac service for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14127,please send someone immediately for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14128,the ac fan needs immediate attention at home,CreateServiceRequest,air_condition_technician,high
14129,please arrange emergency service for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14130,i need a technician right away for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14131,the ac fan has become an urgent problem at home,CreateServiceRequest,air_condition_technician,high
14132,please send help without delay for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14133,i need immediate assistance with the ac fan at home,CreateServiceRequest,air_condition_technician,high
14134,the ac fan needs to be dealt with right now at home,CreateServiceRequest,air_condition_technician,high
14135,please arrange urgent ac service for the ac fan at home,CreateServiceRequest,air_condition_technician,high
14136,i need urgent ac service for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14137,please send someone immediately for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14138,the ac fan needs immediate attention in the bedroom,CreateServiceRequest,air_condition_technician,high
14139,please arrange emergency service for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14140,i need a technician right away for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14141,the ac fan has become an urgent problem in the bedroom,CreateServiceRequest,air_condition_technician,high
14142,please send help without delay for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14143,i need immediate assistance with the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14144,the ac fan needs to be dealt with right now in the bedroom,CreateServiceRequest,air_condition_technician,high
14145,please arrange urgent ac service for the ac fan in the bedroom,CreateServiceRequest,air_condition_technician,high
14146,i need urgent ac service for the ac fan in the living room,CreateServiceRequest,air_condition_technician,high
14147,please send someone immediately for the ac fan in the living room,CreateServiceRequest,air_condition_technician,high
14148,the ac fan needs immediate attention in the living room,CreateServiceRequest,air_condition_technician,high
14149,please arrange emergency service for the ac fan in the living room,CreateServiceRequest,air_condition_technician,high
14150,i need a technician right away for the ac fan in the living room,CreateServiceRequest,air_condition_technician,high
14151,i would like to schedule masonry service for the wall at home,CreateServiceRequest,mason,low
14152,please arrange masonry service for the wall at home when convenient,CreateServiceRequest,mason,low
14153,i need routine masonry service for the wall at home,CreateServiceRequest,mason,low
14154,can i book masonry service for the wall at home,CreateServiceRequest,mason,low
14155,i am looking for masonry service for the wall at home,CreateServiceRequest,mason,low
14156,i would like someone to check the wall at home,CreateServiceRequest,mason,low
14157,i need some help with the wall at home,CreateServiceRequest,mason,low
14158,please arrange a service visit for the wall at home,CreateServiceRequest,mason,low
14159,i want to book a technician for the wall at home,CreateServiceRequest,mason,low
14160,the wall could use some attention at home,CreateServiceRequest,mason,low
14161,i would like to schedule masonry service for the wall outside the house,CreateServiceRequest,mason,low
14162,please arrange masonry service for the wall outside the house when convenient,CreateServiceRequest,mason,low
14163,i need routine masonry service for the wall outside the house,CreateServiceRequest,mason,low
14164,can i book masonry service for the wall outside the house,CreateServiceRequest,mason,low
14165,i am looking for masonry service for the wall outside the house,CreateServiceRequest,mason,low
14166,i would like someone to check the wall outside the house,CreateServiceRequest,mason,low
14167,i need some help with the wall outside the house,CreateServiceRequest,mason,low
14168,please arrange a service visit for the wall outside the house,CreateServiceRequest,mason,low
14169,i want to book a technician for the wall outside the house,CreateServiceRequest,mason,low
14170,the wall could use some attention outside the house,CreateServiceRequest,mason,low
14171,i would like to schedule masonry service for the wall in the garden,CreateServiceRequest,mason,low
14172,please arrange masonry service for the wall in the garden when convenient,CreateServiceRequest,mason,low
14173,i need routine masonry service for the wall in the garden,CreateServiceRequest,mason,low
14174,can i book masonry service for the wall in the garden,CreateServiceRequest,mason,low
14175,i am looking for masonry service for the wall in the garden,CreateServiceRequest,mason,low
14176,i would like someone to check the wall in the garden,CreateServiceRequest,mason,low
14177,i need some help with the wall in the garden,CreateServiceRequest,mason,low
14178,please arrange a service visit for the wall in the garden,CreateServiceRequest,mason,low
14179,i want to book a technician for the wall in the garden,CreateServiceRequest,mason,low
14180,the wall could use some attention in the garden,CreateServiceRequest,mason,low
14181,i would like to schedule masonry service for the wall at my property,CreateServiceRequest,mason,low
14182,please arrange masonry service for the wall at my property when convenient,CreateServiceRequest,mason,low
14183,i need routine masonry service for the wall at my property,CreateServiceRequest,mason,low
14184,can i book masonry service for the wall at my property,CreateServiceRequest,mason,low
14185,i am looking for masonry service for the wall at my property,CreateServiceRequest,mason,low
14186,i would like someone to check the wall at my property,CreateServiceRequest,mason,low
14187,i need some help with the wall at my property,CreateServiceRequest,mason,low
14188,please arrange a service visit for the wall at my property,CreateServiceRequest,mason,low
14189,i want to book a technician for the wall at my property,CreateServiceRequest,mason,low
14190,the wall could use some attention at my property,CreateServiceRequest,mason,low
14191,i would like to schedule masonry service for the wall near the entrance,CreateServiceRequest,mason,low
14192,please arrange masonry service for the wall near the entrance when convenient,CreateServiceRequest,mason,low
14193,i need routine masonry service for the wall near the entrance,CreateServiceRequest,mason,low
14194,can i book masonry service for the wall near the entrance,CreateServiceRequest,mason,low
14195,i am looking for masonry service for the wall near the entrance,CreateServiceRequest,mason,low
14196,i would like someone to check the wall near the entrance,CreateServiceRequest,mason,low
14197,i need some help with the wall near the entrance,CreateServiceRequest,mason,low
14198,please arrange a service visit for the wall near the entrance,CreateServiceRequest,mason,low
14199,i want to book a technician for the wall near the entrance,CreateServiceRequest,mason,low
14200,the wall could use some attention near the entrance,CreateServiceRequest,mason,low
14201,i would like to schedule masonry service for the boundary wall at home,CreateServiceRequest,mason,low
